Number,OPID,CPY ID,Company,Opportunity,Creation Date,Project,Owner,Lead,Active / Paused / Closed,Progress,Reason,Closing,Value,Revenue Type,TCV,Notes,Pain,Economic Buyer,Champion,Decision Criteria,Decision Process,Drive,Closing Probability,Average of Time invested,Last Task,Active Follow Up Task?,CF * Probability,Scenarios,Month,Data Origin,Data Cluster,Time Spend on OPID,Value / h,Earlist OPID Closing Date,Exclude before 2020,Exclude before 20202,Quarter,Cashflow Plan per Quarter,Cashflow Plan per Quarter by Owner,Number of Opportunities per Quarter per Owner,Cashflow Plan by Owner,OPID Stage,Reporting Cluster,Revenue Type Name,TCV (Actual),TCV (Forecast) Type,Data Origin2,Remove (-1),Creation Date_Year-Week,RevenueCurrency,RevenueCurrencySymbol,ClosingDateWorking,CreationDateWorking
192,OPID192,CPY825851,SGL Carbon GmbH,Workflow | Engineering,,Discovery,Markus Finke,,Closed,3) Project Evaluation,D) no technical match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
193,OPID193,CPY825152,Shanghai Union Technology Corporation,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
194,OPID194,CPY825799,Shapeways,"Workflow | Scale, Repair, Custom",,Discovery,Markus Finke,,Paused,3) Project Evaluation,A) no strategic match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
195,OPID195,CPY825130,Sharebot S.r.l.,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,E) no priority,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
196,OPID196,CPY825772,"Shenzhen Creality3d Technology Co., Ltd",Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
197,OPID197,CPY825827,Simscale,Workflow | Simulation Loop,,Discovery,Markus Finke,,Paused,3) Project Evaluation,A) no strategic match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
198,OPID198,CPY825656,"Sindoh Co., Ltd",Hyperganic Print | Resin,,Hyperganic Print,Sherman Lim,,Closed,3) Project Evaluation,J) have own solution,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
199,OPID199,CPY825134,Sintratec AG,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,B) no budget / resources,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
200,OPID200,CPY825135,SISMA S.p.A.,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Active,9) Booked,,"Wednesday, 4 July 2018"," 80,000.00 € ", One-Time ," 80,000.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 80,000.00 € ",100%,43282,Forecast,Revenue,#REF!,  ,"Wednesday, 4 July 2018",< 2020,,2018-Q3,,,1,0,9,1 - Revenue,TCV,80000,TCV,Forecast,Unhide,1900-52,Euros,€,2018-07-04,
207,OPID207,CPY825664,Smart International Inc. / Kodak,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,4) Project Definition,B) no budget / resources,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
208,OPID208,CPY8254957,SOHBI CRAFT POLAND Sp. z o. o.,Workflow | Mold Design,,Tool Making,Markus Finke,,Paused,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
209,OPID209,CPY825140,Solidscape,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
210,OPID210,CPY825678,Spee3D (Effusiontech Pty Ltd),Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,3) Project Evaluation,D) no technical match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
211,OPID211,CPY825800,Star Rapid,"Workflow | Scale, Repair, Custom",,Discovery,Markus Finke,,Closed,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
212,OPID212,CPY825801,Stratasys Direct,Workflow | CT Scan Visual Separation,,Discovery,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
213,OPID213,CPY8251021,Straumann Group / Institut,Workflow | Jawbone Infill,,Discovery,Markus Finke,,Closed,4) Project Definition,J) have own solution,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
214,OPID214,CPY825144,Structo 3D,Hyperganic Print | Velox,,Hyperganic Print,Markus Finke,,Active,9) Booked,,"Friday, 18 October 2019"," 43,350.00 € ", ARR ," 130,050.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 43,350.00 € ",100%,43739,Forecast,Revenue,#REF!,  ,"Friday, 18 October 2019",< 2020,,2019-Q4,,,1,0,9,1 - Revenue,ARR,43350,TCV,Forecast,Unhide,1900-52,Euros,€,2019-10-18,
217,OPID217,CPY825144,Structo 3D,Hyperganic Print | DentaForm,,Hyperganic Print,Markus Finke,,Active,4) Project Definition,,"Friday, 28 January 2022"," 43,350.00 € ", ARR ,,,2,1,3,1,3,,50%,#REF!,#REF!,," 21,675.00 € ",50%-75%,44562,Forecast,Revenue,#REF!,  ,"Friday, 28 January 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",4,1 - Revenue,ARR,43350,,Forecast,Unhide,1900-52,Euros,€,2022-01-28,
218,OPID218,CPY8251045,Swarovski,Hyperganic Print | Glass,,Hyperganic Print,Markus Finke,,Paused,5) Pilot,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,5,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
219,OPID219,CPY8254883,tangible engineering GmbH,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
220,OPID220,CPY8251118,TechMed3D Inc.,Workflow | Mass Customisation,,Orthotics,Markus Finke,,Paused,3) Project Evaluation,L) waiting for business case,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
221,OPID221,CPY825151,TRUMPF Laser- und Systemtechnik GmbH,Conformal Cooling,,Tool Making,Markus Finke,,Paused,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
222,OPID222,CPY8251066,Twente Additive Manufacturing B.V.,Hyperganic Print | Concrete,,Hyperganic Print,Markus Finke,,Paused,5) Pilot,I) missing technical features,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,5,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
223,OPID223,CPY8251024,Under Armour,Hyperganic Emboss for Footwear,,Footwear,Markus Finke,,Active,6) Negotiation,,"Thursday, 24 February 2022"," 7,504.40 € ", ARR ," 7,504.40 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 7,504.40 € ",100%,44593,Forecast,Revenue,#REF!,  ,"Thursday, 24 February 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",6,1 - Revenue,ARR,19504.4,TCV,Forecast,Unhide,1900-52,Euros,€,2022-02-24,
223,OPID223,CPY8251024,Under Armour,Hyperganic Emboss for Footwear,,Footwear,Joris Debo,,Active,8) Forecast (Renewal),,"Thursday, 24 February 2022"," 12,000.00 € ", ARR ,,,4,,3,3,3,4,85%,#REF!,#REF!,," 10,200.00 € ",75%-99%,44593,Forecast,Revenue,#REF!,  ,"Thursday, 24 February 2022",> 2020,,2022-Q1,"200,000 €",0 €,16,0 €,8,1 - Revenue,ARR,19504.4,,Forecast,Unhide,1900-52,Euros,€,2022-02-24,
224,OPID224,CPY825428,UNIZ TECHNOLOGY LLC.,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
225,OPID225,CPY8254966,VIVOBAREFOOT Limited,Workflow | Footwear MC,,Footwear,Markus Finke,,Active,9) Booked,,"Wednesday, 15 July 2020"," 83,400.00 € ", ARR ," 166,800.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 83,400.00 € ",100%,44013,Forecast,Revenue,#REF!,  ,"Wednesday, 15 July 2020",> 2020,,2020-Q3,,,4,0,9,1 - Revenue,ARR,166800,TCV,Forecast,Unhide,1900-52,Euros,€,2020-07-15,
225,OPID225,CPY8254966,VIVOBAREFOOT Limited,Workflow | Footwear MC,,Footwear,Markus Finke,,Active,8) Forecast (Renewal),,"Friday, 15 July 2022"," 83,400.00 € ", ARR ,,,4,3,3,3,3,4,100%,#REF!,#REF!,," 83,400.00 € ",100%,44743,Forecast,Revenue,#REF!,  ,"Wednesday, 15 July 2020",> 2020,,2022-Q3,"300,000 €","210,000 €",5,"42,000 €",8,1 - Revenue,ARR,166800,,Forecast,Unhide,1900-52,Euros,€,2022-07-15,
232,OPID232,CPY8251039,Voest Alpine,Engineering,,,Markus Finke,,Closed,1) Prospect,B) no budget / resources,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
233,OPID233,CPY825737,W2P Engineering GmbH (Way to Production),Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
234,OPID234,CPY825894,WANHAO / Zhejiang Weibin 3D Technology Co. Ltd.,Hyperganic Print | Resin & FDM,,Hyperganic Print,Yiyi Lin,,Paused,3) Project Evaluation,C) no progress,,,,,,2,,3,1,1,2,45%,#REF!,#REF!,, -   € ,25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,1,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
235,OPID235,CPY825894,WANHAO / Zhejiang Weibin 3D Technology Co. Ltd.,Hyperganic Print | Resin & FDM,,Hyperganic Print,Yiyi Lin,,Paused,8) Forecast,C) no progress,"Thursday, 30 June 2022",,,,,2,,3,1,1,2,45%,#REF!,#REF!,, -   € ,25%-50%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","15,000 €",10,"1,500 €",8,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,2022-06-30,
236,OPID236,CPY825894,WANHAO / Zhejiang Weibin 3D Technology Co. Ltd.,Hyperganic Print | Resin & FDM,,Hyperganic Print,Yiyi Lin,,Paused,8) Forecast,C) no progress,"Thursday, 30 June 2022",,,,,2,,3,1,1,2,45%,#REF!,#REF!,, -   € ,25%-50%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","15,000 €",10,"1,500 €",8,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,2022-06-30,
237,OPID237,CPY825158,WASP c/o CSP S.r.l.,Hyperganic Print | Concrete,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
238,OPID238,CPY825838,WiiVV,Workflow | Insole,,Footwear,Markus Finke,,Paused,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
239,OPID239,CPY8251049,Würth,Engineering | Cooling Box,,,Markus Finke,,Closed,6) Negotiation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,6,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
240,OPID240,CPY8251055,Wyss Institute for Biologically Inspired Engineering at Harvard University,Hyperganic Print | FDM Multimaterial,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
241,OPID241,CPY825806,X3D Print,"Workflow | Scale, Repair, Custom",,Discovery,Markus Finke,,Closed,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
242,OPID242,CPY8251056,Xaar 3D Limited,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,D) no technical match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
243,OPID243,CPY825748,Xaar Plc,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,L) waiting for business case,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
244,OPID244,CPY8251008,Xerox Limited,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
245,OPID245,CPY825162,Xioneer Systems GmbH,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,2) First Contact,E) no priority,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
246,OPID246,CPY825163,Xjet ltd,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,4) Project Definition,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
247,OPID247,CPY8251137,xolo GmbH,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Closed,5) Pilot,J) have own solution,,,,,,2,1,,1,1,4,45%,#REF!,#REF!,, -   € ,25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,5,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
248,OPID248,CPY825807,Xometry,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
249,OPID249,CPY825944,Xtep,Workflow | Footwear,,Footwear,Markus Finke,,Active,3) Project Evaluation,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
250,OPID250,CPY825164,XYZprinting Inc.,Hyperganic Print | Multimaterial,,Hyperganic Print,Sherman Lim,,Closed,2) First Contact,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
251,OPID251,CPY8251111,"Zhejiang Red Dragonfly Footwear Co., Ltd.",Workflow | Footwear,,Footwear,Markus Finke,,Paused,2) First Contact,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
252,OPID252,CPY8255038,Selle Royal S.p.a.,Workflow | Saddle Customization,,Saddles,Markus Finke,,Active,9) Booked,,"Tuesday, 31 August 2021"," 54,945.00 € ", ARR ," 274,725.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 54,945.00 € ",100%,44409,Forecast,Revenue,#REF!,  ,"Tuesday, 31 August 2021",> 2020,,2021-Q3,"100,000 €","80,000 €",6,"13,333 €",9,1 - Revenue,ARR,109890,TCV,Forecast,Unhide,1900-52,Euros,€,2021-08-31,
252,OPID252,CPY8255038,Selle Royal S.p.a.,Workflow | Saddle Customization,,Saddles,Markus Finke,,Active,8) Forecast (Renewal),,"Saturday, 31 August 2024"," 54,945.00 € ", ARR ,,,4,3,3,1,3,4,90%,#REF!,#REF!,," 49,450.50 € ",75%-99%,45505,Forecast,Revenue,#REF!,  ,"Tuesday, 31 August 2021",> 2020,,2024-Q3,,,1,0,8,1 - Revenue,ARR,109890,,Forecast,Unhide,1900-52,Euros,€,2024-08-31,
253,OPID253,CPY82572,HP Inc.,Workflow | Dental Aligner,,Hyperganic Print,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,3,,,,15%,#REF!,#REF!,, -   € ,<25%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
254,OPID254,CPY8255030,Sunshine Smile GmbH,Workflow | Dental Aligner,,Clear Aligner,Markus Finke,,Active,4) Project Definition,,"Tuesday, 1 February 2022"," 10,000.00 € ",,,,2,1,3,1,1,2,50%,#REF!,#REF!,," 5,000.00 € ",50%-75%,44593,Forecast,Revenue,#REF!,  ,"Tuesday, 1 February 2022",> 2020,,2022-Q1,"200,000 €","140,000 €",19,"7,368 €",4,#N/A,#N/A,10000,,Forecast,Unhide,1900-52,Euros,€,2022-02-01,
255,OPID255,CPY8251045,Swarovski,Workflow | Object Deformation Feedback Loop,,Discovery,Markus Finke,,Active,3) Project Evaluation,,,,,,,2,,3,1,1,2,45%,#REF!,#REF!,, -   € ,25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
256,OPID256,CPY825182,Aerosint SA,Hyperganic Print | Multi Material,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
257,OPID257,CPY82552,EOS GmbH Electro Optical Systems,Workflow | Spare Parts,,Discovery,Markus Finke,,Paused,3) Project Evaluation,D) no technical match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
258,OPID258,CPY82557,"Farsoon High-Tech Co., Ltd.",Hyperganic Print | Powder Bed Printing,01 Jan 2020,Hyperganic Print,Yiyi Lin,Outreach | Cold,Paused,3) Project Evaluation,J) have own solution,"Thursday, 30 June 2022",,,,,2,1,3,1,1,2,50%,#REF!,#REF!,, -   € ,50%-75%,44713,Forecast,Revenue,#REF!,  ,"Thursday, 30 June 2022",> 2020,,2022-Q2,"300,000 €","15,000 €",10,"1,500 €",3,#N/A,#N/A,0,,Forecast,Unhide,2020-1,,,2022-06-30,2020-01-01
259,OPID259,CPY8255013,Demant A/S,Workflow | Hearing Aid,,Audiology,Markus Finke,,Paused,3) Project Evaluation,I) missing technical features,,,,,,2,,3,1,1,2,45%,#REF!,#REF!,, -   € ,25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
262,OPID262,CPY8255067,nivellmedical AG Switzerland,Workflow | Dental Aligner,,Clear Aligner,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
265,OPID265,CPY8255070,CHARLES COOPER,Lattice App + Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,4) Project Definition,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
267,OPID267,CPY8251021,Straumann Group / Institut,Workflow | Dental Aligner,,Clear Aligner,Markus Finke,,Paused,3) Project Evaluation,J) have own solution,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
270,OPID270,CPY8255077,SMILE2IMPRESS SL.,Workflow | Dental Aligner,,Clear Aligner,Markus Finke,,Active,3) Project Evaluation,,,,,,,,1,,1,,2,20%,#REF!,#REF!,, -   € ,<25%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
271,OPID271,CPY8255116,Technische Universität München | Lehrstuhl für Produktentwicklung und Leichtbau,Hyperganic Lattice vs. Test Results,,Research,Markus Finke,,Closed,7) Project Implementation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,7,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
272,OPID272,CPY8255129,ARKK Copenhagen,Footwear Suite,,Footwear,Markus Finke,,Paused,4) Project Definition,B) no budget / resources,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
273,OPID273,CPY8255049,OECHSLER AG,Lattice App + Hyperganic Print,,Discovery,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
274,OPID274,CPY8255042,Porsche AG,Piston 2.0,,Discovery,Markus Finke,,Active,4) Project Definition,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
